"N_bikes" "temperature" "feels_like" "humidity" "wind_speed" "holiday" "weekend" "season"
"92" 37769 18.3541666666667 18.3541666666667 54.3333333333333 21.4166666666667 0 0 1
"93" 13529 8.6875 5.75 83.5833333333333 23.0833333333333 0 1 3
"94" 23378 3.6875 1.1875 76.5833333333333 10.4583333333333 0 0 3
"95" 26488 14.6458333333333 14.6458333333333 69.3541666666667 31.0416666666667 0 0 0
"96" 33676 12.3958333333333 11.8125 72.8333333333333 8.41666666666667 0 0 2
"97" 23247 2.0625 -0.166666666666667 81.9583333333333 9.16666666666667 0 0 3
"98" 16034 15.8541666666667 15.8541666666667 75.4166666666667 11.4583333333333 0 0 1
"99" 30710 11.8958333333333 11.7083333333333 88.625 9.04166666666667 0 0 2
"100" 44678 18.804347826087 18.7826086956522 55.4782608695652 10.7391304347826 0 1 1
"101" 43573 24.7916666666667 24.625 62.1666666666667 13.5208333333333 0 0 2
"102" 38808 16.8125 16.6875 63.1041666666667 20.4166666666667 0 0 1
"103" 31292 11.2708333333333 10.9583333333333 70.0833333333333 10 0 0 2
"104" 15478 13.4375 13.4375 80.2708333333333 23.1458333333333 0 1 3
"105" 33668 16.8541666666667 16.8541666666667 65.6458333333333 14.4375 0 1 1
"106" 17841 17.2083333333333 17.2083333333333 81.5833333333333 11.5416666666667 0 1 1
"107" 44478 23.4583333333333 23.4791666666667 63.2708333333333 10.4375 0 0 2
"108" 25724 12.1875 11.8541666666667 72.375 19.7916666666667 0 0 3
"109" 23517 11.2916666666667 10.5416666666667 83.6666666666667 20.7291666666667 0 0 2
"110" 20635 6.3125 1.79166666666667 72.1875 31 0 0 0
"111" 39092 18.1666666666667 18.125 56.5208333333333 13.5625 0 0 1
"112" 12301 12.5833333333333 12.5416666666667 69.375 25.0833333333333 0 0 3
"113" 31640 17.9375 17.9375 68.5 15.0833333333333 0 0 1
"114" 26837 8.8125 8.20833333333333 66.7291666666667 6.20833333333333 0 0 0
"115" 18922 12.5 12.2916666666667 88.4375 15.5208333333333 0 0 2
"116" 20434 12.4166666666667 12.4166666666667 83.1458333333333 12.5625 0 0 2
"117" 39403 16.8541666666667 16.75 63.8541666666667 9.04166666666667 0 1 2
"118" 23259 10.0833333333333 8.875 76.0416666666667 20.375 0 0 3
"119" 21165 14.5625 14.5 80.375 21.75 0 1 0
"120" 31520 10.5 9.5625 79.3125 10.5625 0 0 0
"121" 24367 5.9375 3.10416666666667 66.2708333333333 14.3125 0 0 3
"122" 37742 23.9791666666667 24.3541666666667 66.9791666666667 8.3125 0 0 1
"123" 7195 10.5 9.39583333333333 87.0208333333333 21.6041666666667 0 1 3
"124" 30326 13.9791666666667 13.9791666666667 69.9166666666667 16.9166666666667 0 0 2
"125" 27730 16.7708333333333 16.7708333333333 73.2916666666667 22.2708333333333 0 0 1
"126" 14052 3.77083333333333 2.4375 89.9791666666667 6.0625 0 0 3
"127" 28066 14.25 14.25 74.9583333333333 18 0 0 2
"128" 23849 14.6666666666667 14.6666666666667 68.9375 15.0208333333333 0 1 0
"129" 38082 17.7083333333333 17.625 69.8125 15.6666666666667 0 0 0
"130" 30616 16.8125 16.8125 63.4166666666667 7 0 1 1
"131" 23240 18.5208333333333 18.5208333333333 75.4791666666667 21.6875 0 1 1
"132" 34706 13.375 13.0208333333333 73.9583333333333 18.2916666666667 0 0 0
"133" 20036 9.25 7.4375 81.7291666666667 16.9166666666667 0 0 3
"134" 36145 15.9375 15.9375 60.2083333333333 14.8541666666667 0 0 1
"135" 35432 17.25 17.25 74.0625 18.4166666666667 0 0 1
"136" 24416 7.02083333333333 3.5625 67.6458333333333 21.7916666666667 0 0 0
"137" 10842 4.1875 2.45833333333333 81.9166666666667 7.5 1 0 3
"138" 38911 18.0227272727273 18.0227272727273 68.5909090909091 14.0454545454545 0 0 1
"139" 37292 16.8333333333333 16.8333333333333 78.4166666666667 6.41666666666667 0 0 2
"140" 21573 6.9375 6.14583333333333 82.1875 6.22916666666667 0 1 0
"141" 38673 19.6458333333333 19.5833333333333 56.9791666666667 13.5416666666667 0 0 1
"142" 43041 20.3125 20.3125 61.7291666666667 19.5208333333333 0 1 1
"143" 19427 9.64583333333333 8.29166666666667 83.3333333333333 11.1875 0 1 0
"144" 35407 15 14.9166666666667 55.9791666666667 12.5208333333333 0 1 1
"145" 26878 13.0833333333333 12.9791666666667 71.1666666666667 12.1041666666667 0 0 0
"146" 26934 2.79166666666667 0.0416666666666667 73.5833333333333 10.75 0 0 2
"147" 14025 8.23913043478261 4.58695652173913 71 27.4130434782609 0 1 3
"148" 43819 17.4375 17.375 63.3541666666667 13.3125 0 1 0
"149" 39473 20.7916666666667 20.7916666666667 54.8333333333333 8.64583333333333 0 0 1
"150" 38684 14.125 13.9166666666667 51 14.4791666666667 0 0 0
"151" 36761 15.8333333333333 15.8333333333333 60.8958333333333 19.6666666666667 0 0 1
"152" 24111 12.9166666666667 12.9166666666667 79.9791666666667 15.2291666666667 0 0 0
"153" 25556 15.4791666666667 15.4791666666667 79.8333333333333 9.5 0 0 2
"154" 22762 2.9375 0.125 75.375 11.4375 0 0 3
"155" 30575 11.5833333333333 10.9166666666667 65.7083333333333 14.9166666666667 0 0 0
"156" 23565 6.5 2.47916666666667 67.125 25.75 0 0 3
"157" 35377 16.125 16.125 53.0625 17.5833333333333 0 0 1
"158" 40463 18.0416666666667 18.0416666666667 63.3541666666667 19.4791666666667 0 0 1
"159" 25852 8.9375 8.04166666666667 68.6875 10.8333333333333 0 0 0
"160" 11392 12.0416666666667 12.0416666666667 72.0416666666667 34.0833333333333 0 1 2
"161" 23070 13.0416666666667 13.0416666666667 79.7291666666667 9.14583333333333 0 1 2
"162" 30489 11.6875 10.8958333333333 66.9583333333333 19.625 0 0 0
"163" 38983 19.4375 19.3333333333333 69.0833333333333 13.25 0 0 1
"164" 22848 9.20833333333333 8.85416666666667 97.6875 5.20833333333333 0 1 2
"165" 31783 9.70833333333333 7.875 53.4791666666667 23.0416666666667 0 0 0
"166" 25899 12.9166666666667 12.9166666666667 76.9375 21.125 0 0 3
"167" 10250 3.41666666666667 -0.916666666666667 77.9166666666667 20.125 0 1 3
"168" 14320 7.25 4.16666666666667 75.375 18.9166666666667 0 1 3
"169" 27628 6.29166666666667 2.625 61.625 20.9375 0 0 0
"170" 13732 11.7291666666667 11.5625 73.4166666666667 15.0416666666667 1 0 3
"171" 35582 13.2083333333333 13.1041666666667 69.0625 6.47916666666667 0 0 2
"172" 20342 9.125 6.83333333333333 74.1666666666667 19.4791666666667 0 0 0
"173" 28734 14.2291666666667 14.2291666666667 76.1875 14.3333333333333 0 0 2
"174" 15761 10.6041666666667 10.125 86.1458333333333 9.27083333333333 0 0 0
"175" 9378 14.3333333333333 14.3333333333333 81.1458333333333 22 0 1 3
"176" 30393 17.4583333333333 17.4583333333333 62.6875 23.0416666666667 0 1 1
"177" 11762 2.95833333333333 0.75 80.3125 9.0625 0 1 3
"178" 31210 15.4375 15.4375 78.2708333333333 23.0208333333333 0 0 1
"179" 40696 20.3958333333333 20.3958333333333 58.3541666666667 22.3958333333333 0 0 1
"180" 30364 11.7083333333333 11 85.9166666666667 13.5625 0 0 2
"181" 18101 6.14583333333333 2.95833333333333 66.9791666666667 17.9583333333333 0 1 0
"182" 32282 12.5625 12.5416666666667 76.8333333333333 13.6666666666667 0 0 2
"183" 35353 19.8958333333333 19.8958333333333 72.2291666666667 17.7083333333333 0 0 1
"184" 24438 12.5 12.25 70.5416666666667 32.1666666666667 0 0 0
"185" 19497 8.83333333333333 4.38888888888889 63.1666666666667 41.3888888888889 0 0 3
"186" 28609 7.9375 6.16666666666667 64.1875 16.9583333333333 0 0 0
"187" 22173 6.20833333333333 2.875 78.9583333333333 19.5416666666667 0 0 3
"188" 39261 20.5416666666667 20.5416666666667 65.125 11.5416666666667 0 0 2
"189" 25385 8.58333333333333 5.70833333333333 60.4375 24.2291666666667 0 0 0
"190" 31110 16.0208333333333 16.0208333333333 75.5625 10.6458333333333 0 0 1
"191" 25186 5.20833333333333 3.14583333333333 72.625 9.0625 0 0 3
"192" 26295 16.6458333333333 16.6458333333333 74.8125 9.75 0 1 1
"193" 34318 18.3125 18.3125 64.5625 7.4375 0 0 1
"194" 37470 17.5416666666667 17.2083333333333 51.8958333333333 14.0625 0 0 0
"195" 36182 13.2708333333333 13 46.9166666666667 11.0625 0 0 0
"196" 41272 20.8125 20.8125 61.875 11.1041666666667 0 0 1
"197" 17193 6.77083333333333 3.77083333333333 76.5625 16.7708333333333 0 0 2
"198" 10053 10.8157894736842 9.5 79.6842105263158 22.5789473684211 0 1 0
"199" 24083 7.54166666666667 5.91666666666667 69.8125 9.35416666666667 0 0 0
"200" 23819 1.3125 0.958333333333333 68.5208333333333 2.77083333333333 0 0 3
"201" 23676 14.7083333333333 14.7083333333333 83.5625 13.4583333333333 0 0 2
"202" 32052 13.0416666666667 12.5416666666667 68 11.9166666666667 0 0 0
"203" 31288 16.6041666666667 16.6041666666667 63.0416666666667 12.2708333333333 0 0 1
"204" 9639 15.4791666666667 15.4791666666667 89.5416666666667 10.4375 1 0 1
"205" 21932 9.4375 8.375 79.875 9.22916666666667 0 0 2
"206" 35993 14.2708333333333 14.2708333333333 62.6875 28.7083333333333 0 0 2
"207" 25780 8.47916666666667 7.16666666666667 85.875 10.2083333333333 0 0 0
"208" 32781 14.1458333333333 14.1458333333333 73.375 8.375 0 0 2
"209" 19581 6.33333333333333 4.97916666666667 85.5 7.83333333333333 0 1 2
"210" 18986 11.5625 11.1458333333333 80.125 22.8958333333333 0 1 0
"211" 39611 19.9166666666667 19.875 63.6666666666667 17.4583333333333 0 0 1
"212" 11424 7.4375 5.04166666666667 90.9583333333333 13.3125 0 1 3
"213" 18700 7.64583333333333 4.66666666666667 85.2916666666667 18.875 0 0 2
"214" 32950 16.9583333333333 16.9583333333333 66.9375 15.8125 0 0 1
"215" 23970 6.08333333333333 3.1875 65.875 16.8541666666667 0 0 0
"216" 25132 6.39583333333333 3.72916666666667 71.2708333333333 15.1666666666667 0 0 3
"217" 29424 12.1041666666667 12.0625 83.5625 12.7916666666667 0 0 3
"218" 35991 19.6739130434783 19.5 62.3695652173913 16 0 0 1
"219" 30018 15.7916666666667 15.7916666666667 64.3125 11.4791666666667 0 1 0
"220" 38529 17.9375 17.9375 75.3541666666667 21.25 0 0 2
"221" 15267 4.66666666666667 2 78.0208333333333 13.8541666666667 0 1 3
"222" 27789 13.0208333333333 13.0208333333333 72.4791666666667 20.75 0 0 3
"223" 34774 15.375 15.375 69.1041666666667 10.4791666666667 0 0 2
"224" 27574 16.0833333333333 16.0833333333333 91.3541666666667 9.95833333333333 0 0 0
"225" 37019 20.6041666666667 20.6041666666667 55.25 15.9166666666667 0 0 1
"226" 27607 3.0625 1.625 76.625 6.83333333333333 0 0 2
"227" 24697 8.60416666666667 6.08333333333333 75.8125 21.2083333333333 0 0 3
"228" 28366 12.7916666666667 12.7916666666667 83.4791666666667 16.3125 0 0 3
"229" 22446 4 -0.291666666666667 70.0208333333333 21.4375 0 0 3
"230" 15094 5.52083333333333 2.3125 77.375 16.1666666666667 0 1 3
"231" 42439 19.2291666666667 19.2291666666667 66.2708333333333 12.2708333333333 0 0 1
"232" 39306 19.9166666666667 19.9166666666667 65.4791666666667 22.0416666666667 0 0 1
"233" 27864 12.1041666666667 11.4375 62.8333333333333 23.6458333333333 0 0 1
"234" 25788 9.0625 6.10416666666667 67.5 22.3125 0 0 2
"235" 26373 15.9375 15.9375 74.0625 19.25 0 1 0
"236" 30954 16.9583333333333 16.9583333333333 72.6875 16.375 0 1 1
"237" 16511 12.6458333333333 12.6458333333333 66.2708333333333 36.8333333333333 0 1 3
"238" 35402 19.8333333333333 19.8333333333333 68.25 17.625 0 0 1
"239" 26765 6.79166666666667 4 64.6458333333333 16.4791666666667 0 0 2
"240" 25558 14.4791666666667 14.4791666666667 81.6875 20.4583333333333 0 0 3
"241" 23580 3.91666666666667 1.45833333333333 68.6875 11.5208333333333 0 0 3
"242" 17043 7.91666666666667 6 71.9583333333333 12.7916666666667 0 1 0
"243" 31692 14.3333333333333 14.3333333333333 72.1666666666667 9.8125 0 0 2
"244" 27163 19.1428571428571 19.1428571428571 77.8809523809524 13.3571428571429 0 0 1
"245" 35691 15.4791666666667 15.4791666666667 70.4375 15.1458333333333 0 0 1
"246" 25592 8 6.47916666666667 66.1666666666667 11.9166666666667 0 0 0
"247" 27512 18.8541666666667 18.8541666666667 69.8541666666667 23.3958333333333 0 1 2
"248" 42641 27.375 27.4375 50.9791666666667 17.3125 0 0 1
"249" 10613 7.6875 4.66666666666667 85 20.4583333333333 0 1 2
"250" 44187 23.2083333333333 23.1875 62.7708333333333 12.2916666666667 0 1 1
"251" 30567 11.0625 10.125 81.7916666666667 12.5625 0 0 2
"252" 38043 17.4166666666667 17.4166666666667 71.3333333333333 11.6041666666667 0 0 2
"253" 25926 14.0277777777778 14.0277777777778 69.5 31.6666666666667 0 0 2
"254" 36445 14.4583333333333 14.4583333333333 61.9791666666667 15.6041666666667 0 0 0
"255" 33342 11.2916666666667 10.3541666666667 61.5416666666667 12.8541666666667 0 0 0
"256" 27621 9.54166666666667 8.5625 89.9583333333333 8.04166666666667 0 0 3
"257" 10745 11.1739130434783 10.0869565217391 80.8260869565217 27.9565217391304 0 1 3
"258" 25109 11.0833333333333 10.5 77.5208333333333 13.5833333333333 0 0 0
"259" 9234 2.47916666666667 0.645833333333333 94.2708333333333 7.5 0 1 3
"260" 26884 14 14 77.1458333333333 8.97916666666667 0 1 2
"261" 19369 8.79166666666667 8.27083333333333 71.125 7.02083333333333 0 1 0
"262" 40229 16.4166666666667 16.4166666666667 79.1458333333333 12 0 1 1
"263" 34914 10.875 10.5625 75.2291666666667 7.91666666666667 0 0 2
"264" 25224 6.39583333333333 4.20833333333333 84.75 12.6875 0 0 0
"265" 23278 2.58333333333333 1.04166666666667 74.4791666666667 6.72916666666667 0 0 3
"266" 13889 9.52083333333333 7.22916666666667 69.3125 23.3958333333333 0 0 3
"267" 36653 12.5 12.5 79.4166666666667 27.6666666666667 0 1 3
"268" 29206 15.75 15.75 81.4791666666667 22.9375 0 0 2
"269" 16360 12.4375 12.1041666666667 88.125 14.9791666666667 0 1 3
"270" 39637 17.6458333333333 17.5833333333333 64.2291666666667 10.0208333333333 0 0 1
"271" 27182 15.375 15.375 80.6875 19.875 0 1 2
"272" 21536 6.97916666666667 2.91666666666667 71.0208333333333 29.1458333333333 0 0 3
"273" 34519 15.6458333333333 14.8958333333333 60.7708333333333 17.1666666666667 0 0 0
"274" 38551 18.7708333333333 18.7708333333333 65.6666666666667 16.125 0 0 1
"275" 20893 5.10416666666667 3.79166666666667 83.1875 7.20833333333333 0 0 0
"276" 30075 12.5 12.5 78.5625 16.4791666666667 0 0 2
"277" 32420 18.0416666666667 18.0416666666667 73.6875 22 0 0 1
"278" 17571 7.04166666666667 4.35416666666667 72.875 15.75 0 1 0
"279" 37644 18.2708333333333 18.25 61 22.9166666666667 0 0 1
"280" 17450 8 5.5625 86.5833333333333 15.2708333333333 0 1 3
"281" 13126 11.0416666666667 9.70833333333333 75.75 31.0833333333333 0 1 3
"282" 25481 3.83333333333333 3.1875 69.4791666666667 4.77083333333333 0 0 3
"283" 39451 17 16.8333333333333 56.3333333333333 12.8541666666667 0 0 1
"284" 21200 2.89583333333333 -0.916666666666667 78.1041666666667 16.0208333333333 0 0 3
"285" 19736 8.41666666666667 6.66666666666667 67.8125 11.6041666666667 0 1 0
"286" 28629 14.875 14.875 81.9375 19.0833333333333 0 0 2
"287" 23308 6.33333333333333 2.64583333333333 68.25 21.375 0 0 3
"288" 18814 8.5625 5.85416666666667 69.625 23.1041666666667 0 0 0
"289" 25337 9.10416666666667 7.1875 63.2916666666667 17.5208333333333 0 0 0
"290" 32760 10.4375 9.95833333333333 75.625 9.16666666666667 0 0 2
"291" 18527 13.9166666666667 13.6458333333333 82.875 14.4375 0 1 2
"292" 34197 9.125 7.64583333333333 72.2708333333333 19.125 0 0 0
"293" 18754 14.1666666666667 14.0625 85.4791666666667 16.2916666666667 0 1 2
"294" 30643 11.75 11.375 73.9583333333333 11.0208333333333 0 0 0
"295" 31144 13.1666666666667 13.1041666666667 62.3125 19.625 0 0 0
"296" 25113 11.625 11.125 58.9166666666667 21.6875 0 1 0
"297" 30489 9.27083333333333 8.375 55.5833333333333 10.4791666666667 0 0 0
"298" 35503 13.6875 13.6875 73.3125 10.7291666666667 0 0 2
"299" 38687 17.875 17.875 57.25 18.0833333333333 0 0 1
"300" 34574 19.6458333333333 19.6458333333333 76.9166666666667 12 0 0 1
"301" 23136 10.3125 9.3125 83.3333333333333 17.1666666666667 0 0 3
"302" 26594 6.27083333333333 2.89583333333333 71.8333333333333 19.0833333333333 0 0 2
"303" 20704 9.35416666666667 7.16666666666667 80.0208333333333 25.3333333333333 0 0 0
"304" 34783 13.7291666666667 13.7291666666667 67.5208333333333 10.7291666666667 0 0 2
"305" 23881 13.5833333333333 13.5833333333333 84.7708333333333 10.875 0 0 2
"306" 38349 21.6458333333333 21.6666666666667 69.875 20.6666666666667 0 1 1
"307" 27785 14.2708333333333 14.2708333333333 84.0416666666667 3.08333333333333 0 1 2
"308" 23738 18.25 18.25 80.7291666666667 21.9791666666667 0 0 1
"309" 32526 15.1458333333333 15.1458333333333 59.875 19.9166666666667 0 1 0
"310" 22231 9.75 8.4375 74.5208333333333 21.0625 0 1 0
"311" 25991 6.875 5.72916666666667 85.0833333333333 6.58333333333333 0 0 3
"312" 31621 10.75 9.4375 57.75 18.2916666666667 0 0 0
"313" 37045 14.1666666666667 14.1041666666667 62.1875 8.97916666666667 0 0 0
"314" 34558 14.2708333333333 14.2708333333333 64.7083333333333 16.875 0 0 1
"315" 32343 11.7916666666667 11.0208333333333 69.5416666666667 14.0625 0 0 0
"316" 25082 12.1041666666667 11.75 72.0208333333333 10.1041666666667 0 1 2
"317" 29952 12.7291666666667 12.7291666666667 79.1875 7.375 0 0 2
"318" 41466 22.125 22.125 64.3333333333333 9.97916666666667 0 1 1
"319" 25275 8.29166666666667 7.08333333333333 91.4583333333333 10.5625 0 0 3
"320" 32773 10.3958333333333 9.02083333333333 71.6666666666667 13.2083333333333 0 0 0
"321" 30507 17.7083333333333 17.6458333333333 65.7291666666667 16.1458333333333 0 0 0
"322" 38505 20.4375 20.4375 62.7083333333333 19.9583333333333 0 0 1
"323" 30528 16.7708333333333 16.7708333333333 73.0416666666667 17.5 0 0 1
"324" 13199 3.39583333333333 1.91666666666667 84.3333333333333 6.97916666666667 0 1 3
"325" 42091 21.375 21.2916666666667 54.2291666666667 17.4166666666667 0 1 1
"326" 19230 9.97916666666667 9 86.4166666666667 16.7291666666667 0 0 2
"327" 22819 4.75 1.95833333333333 83.9166666666667 13.0416666666667 0 0 3
"328" 13060 12.7708333333333 12.5416666666667 74.2916666666667 20.375 0 1 3
"329" 43326 22.375 22 50.3541666666667 14.8958333333333 0 0 1
"330" 25236 10.6875 9.27083333333333 66.3958333333333 14.125 1 0 0
"331" 31962 11.7083333333333 10.8541666666667 54.375 14.6458333333333 0 0 0
"332" 40159 21.0208333333333 21 61.625 21.2083333333333 0 0 1
"333" 36226 19.1458333333333 19.1458333333333 78.9166666666667 11.2708333333333 0 0 1
"334" 31323 13.5833333333333 13.25 56.3958333333333 17.1666666666667 0 1 0
"335" 24010 11.8958333333333 11.3125 78.625 16.0416666666667 0 0 0
"336" 27796 12.2916666666667 12.0416666666667 72.5625 13.2083333333333 0 1 2
"337" 32324 12 11.9791666666667 74.6458333333333 11.2708333333333 0 0 2
"338" 27810 14.8125 14.8125 59.3958333333333 26.2708333333333 0 1 0
"339" 25730 13.1041666666667 13.1041666666667 79.0416666666667 17.1875 0 0 3
"340" 42135 22.6041666666667 22.7291666666667 66.8333333333333 9.97916666666667 0 0 2
"341" 41165 15.6041666666667 15.6041666666667 75.375 11.3541666666667 0 0 1
"342" 35882 22.1041666666667 22.1041666666667 68.9166666666667 14.5625 0 0 1
"343" 21892 2.70833333333333 -0.0208333333333333 79.4166666666667 12.4166666666667 0 0 3
"344" 24037 8.35416666666667 6.41666666666667 82.8333333333333 14.3125 0 0 0
"345" 12751 4.375 -0.375 68.0208333333333 26.25 0 1 2
"346" 35695 17.8125 17.8125 55.7708333333333 9.66666666666667 0 0 1
"347" 33138 13.9791666666667 13.9791666666667 74.1875 14.9166666666667 0 0 2
"348" 23133 9 7.82608695652174 75.695652173913 8.50724637695652 0 1 2
